
步骤0	当前分析栈:voidmain(){A}#	余留符号串：voidmain(){intsum=0,a=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:#
步骤17	当前分析栈:TL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：0,a=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:sum#
步骤18	当前分析栈:FT'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：0,a=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:sum#
步骤19	当前分析栈:@ASS_FnumT'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：0,a=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:sum#
步骤20	当前分析栈:numT'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：0,a=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:0sum#
步骤21	当前分析栈:T'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：,a=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:0sum#
步骤22	当前分析栈:@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：,a=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:0sum#
步骤23	当前分析栈:L'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：,a=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:0sum#
步骤24	当前分析栈:@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：,a=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:0sum#
步骤25	当前分析栈:@EQ_U'Z';BRA}#	余留符号串：,a=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:0sum#
步骤26	当前分析栈:Z';BRA}#	余留符号串：,a=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:#
步骤27	当前分析栈:,Z;BRA}#	余留符号串：,a=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:#
步骤28	当前分析栈:Z;BRA}#	余留符号串：a=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:#
步骤29	当前分析栈:UZ';BRA}#	余留符号串：a=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:#
步骤30	当前分析栈:@ASS_UidU'Z';BRA}#	余留符号串：a=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:#
步骤31	当前分析栈:idU'Z';BRA}#	余留符号串：a=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:a#
步骤32	当前分析栈:U'Z';BRA}#	余留符号串：=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:a#
步骤33	当前分析栈:=L@EQ_U'Z';BRA}#	余留符号串：=5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:a#
步骤34	当前分析栈:L@EQ_U'Z';BRA}#	余留符号串：5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:a#
步骤35	当前分析栈:TL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:a#
步骤36	当前分析栈:FT'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:a#
步骤37	当前分析栈:@ASS_FnumT'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:a#
步骤38	当前分析栈:numT'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：5,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:5a#
步骤39	当前分析栈:T'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:5a#
步骤40	当前分析栈:@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:5a#
步骤41	当前分析栈:L'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:5a#
步骤42	当前分析栈:@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:5a#
步骤43	当前分析栈:@EQ_U'Z';BRA}#	余留符号串：,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:5a#
步骤44	当前分析栈:Z';BRA}#	余留符号串：,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:#
步骤45	当前分析栈:,Z;BRA}#	余留符号串：,b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:#
步骤46	当前分析栈:Z;BRA}#	余留符号串：b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:#
步骤47	当前分析栈:UZ';BRA}#	余留符号串：b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:#
步骤48	当前分析栈:@ASS_UidU'Z';BRA}#	余留符号串：b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:#
步骤49	当前分析栈:idU'Z';BRA}#	余留符号串：b=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:b#
步骤50	当前分析栈:U'Z';BRA}#	余留符号串：=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:b#
步骤51	当前分析栈:=L@EQ_U'Z';BRA}#	余留符号串：=4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:b#
步骤52	当前分析栈:L@EQ_U'Z';BRA}#	余留符号串：4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:b#
步骤53	当前分析栈:TL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:b#
步骤54	当前分析栈:FT'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:b#
步骤55	当前分析栈:@ASS_FnumT'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:b#
步骤56	当前分析栈:numT'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：4,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:4b#
步骤57	当前分析栈:T'@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:4b#
步骤58	当前分析栈:@DIV_MULL'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:4b#
步骤59	当前分析栈:L'@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:4b#
步骤60	当前分析栈:@ADD_SUB@EQ_U'Z';BRA}#	余留符号串：,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:4b#
步骤61	当前分析栈:@EQ_U'Z';BRA}#	余留符号串：,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:4b#
步骤62	当前分析栈:Z';BRA}#	余留符号串：,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:#
步骤63	当前分析栈:,Z;BRA}#	余留符号串：,c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:#
步骤64	当前分析栈:Z;BRA}#	余留符号串：c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:#
步骤65	当前分析栈:UZ';BRA}#	余留符号串：c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:#
步骤66	当前分析栈:@ASS_UidU'Z';BRA}#	余留符号串：c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:#
步骤67	当前分析栈:idU'Z';BRA}#	余留符号串：c,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:c#
步骤68	当前分析栈:U'Z';BRA}#	余留符号串：,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:c#
步骤69	当前分析栈:Z';BRA}#	余留符号串：,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:c#
步骤70	当前分析栈:,Z;BRA}#	余留符号串：,a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:c#
步骤71	当前分析栈:Z;BRA}#	余留符号串：a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:c#
步骤72	当前分析栈:UZ';BRA}#	余留符号串：a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:c#
步骤73	当前分析栈:@ASS_UidU'Z';BRA}#	余留符号串：a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:c#
步骤74	当前分析栈:idU'Z';BRA}#	余留符号串：a;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:ac#
步骤75	当前分析栈:U'Z';BRA}#	余留符号串：;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:ac#
步骤76	当前分析栈:Z';BRA}#	余留符号串：;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:ac#
步骤77	当前分析栈:;BRA}#	余留符号串：;for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:ac#
步骤78	当前分析栈:BRA}#	余留符号串：for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:ac#
步骤79	当前分析栈:for(YZ;G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：for(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:ac#
步骤80	当前分析栈:(YZ;G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：(inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:ac#
步骤81	当前分析栈:YZ;G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:ac#
步骤82	当前分析栈:intZ;G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：inti=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:ac#
步骤83	当前分析栈:Z;G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:ac#
步骤84	当前分析栈:UZ';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:ac#
步骤85	当前分析栈:@ASS_UidU'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:ac#
步骤86	当前分析栈:idU'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：i=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:iac#
步骤87	当前分析栈:U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:iac#
步骤88	当前分析栈:=L@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：=1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:iac#
步骤89	当前分析栈:L@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:iac#
步骤90	当前分析栈:TL'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:iac#
步骤91	当前分析栈:FT'@DIV_MULL'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:iac#
步骤92	当前分析栈:@ASS_FnumT'@DIV_MULL'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:iac#
步骤93	当前分析栈:numT'@DIV_MULL'@ADD_SUB@EQ_U'Z';G@FOR_FJ;Q){A@SINGLE}@FOR_RJ@FOR_BACKPATCH_FJRA}#	余留符号串：1;i<11;i++){sum=sum+i;for(intj=1;j<11;j++){a=(1+2)*3;}}if(a>b){c=0;if(a>c){c=0;}else{c=1;}}else{c=1;}}#	语义栈:1iac#
